pos,name,x,y
CB,Rashad Carmichael,-5.91918595467,2.48508272423
CB,Ryan Steed,-0.179283356374,2.87716393887
CB,Dwayne Gratz,3.78851318354,-7.63440656573
CB,Coty Sensabaugh,1.36136926,-0.350887934623
CB,Kyle Fuller,6.85799167846,2.10419988072
CB,Asa Jackson,-3.59217954784,-3.83607363305
CB,Trumaine Johnson,0.50009558731,-4.24947622396
CB,Logan Ryan,-5.57395737961,1.41706031736
CB,Josh Thomas,5.80652467271,1.20149318744
CB,Richard Sherman,4.40119420255,-1.6646272259
CB,Curtis Marsh,2.76485026907,2.51860785163
CB,Cortez Allen,7.2474845839,-3.90133919767
CB,Brandyn Thompson,-7.07074206019,2.54592977501
CB,Johnthan Banks,3.8207550184,4.49965172734
CB,Micah Hyde,-0.476564069658,2.92462994765
CB,Justin Rogers,-7.32534980526,1.58001334937
CB,Leon McFadden,-1.72223003383,5.02412657344
CB,Brandon Burton,-4.23600139754,-2.71851806902
CB,Robert Blanton,-4.92160960365,3.3321914742
CB,Steve Williams,8.40446361253,1.91288558342
CB,Adrian Bushell,-5.73384390921,-1.58761018887
CB,Robert Alford,11.5384948934,-3.40093003057
CB,Bene Benwikere,2.91383564102,4.45645050669
CB,Casey Hayward,-2.79090253064,-3.90587075534
CB,Kevin Rutland,-5.42429115465,3.35280974494
CB,Charles Brown,-6.98700164378,-2.52337162109
CB,Jordan Poyer,-3.66021920544,7.30093930674
CB,Jimmy Smith,1.08837801875,-9.34126363858
CB,Buster Skrine,0.850807571259,-5.32562739366
CB,Cliff Harris,-2.63273553348,1.06373439723
CB,Brandon McGee,-2.42883977645,1.09303170227
CB,Aaron Williams,5.9464636793,-3.81553630047
CB,Bashaud Breeland,1.96921929224,3.66515099604
CB,Josh Norman,2.16343182989,0.662976401982
CB,Rashaad Reynolds,1.94659181133,-5.43841311026
CB,Brandon Dixon,-5.88375820835,-1.56233642361
CB,Jamar Taylor,4.79086616926,-7.67100787618
CB,Demetrius McCray,5.97983895696,10.2779279434
CB,Lamarcus Joyner,2.55634309202,0.535950792085
CB,Blidi Wreh-Wilson,6.85571108702,0.146340769976
CB,Andre Hal,-3.83497419724,0.18793518579
CB,Mike Edwards,3.05999744272,0.513855470273
CB,Pierre Desir,11.6084476183,2.72152624786
CB,Josh Johnson,-6.93290278043,-0.507055452767
CB,Marcus Gilchrist,-2.16543503685,-11.0861451605
CB,Marc Anthony,-2.72580685314,3.10052124634
CB,Brandon Harris,-7.42311390372,2.53988605039
CB,Davon House,-11.9172704043,2.00976121731
CB,Trevin Wade,-5.38707612175,-2.65879217857
CB,Terrence Frederick,-0.287050965283,-1.15508281409
CB,Jamell Fleming,2.49303234661,-8.434192228
CB,Prince Amukamara,7.35096167775,-0.947640128853
CB,Dwight Bentley,-7.6705877289,2.64941279669
CB,Josh Robinson,12.0427936594,-3.42414897808
CB,Khalid Wooten,-4.63543565433,-1.70466431223
CB,Antonio Fenelus,-12.9807694082,-3.88102297945
CB,Leonard Johnson,-2.03199776061,0.0830763620062
CB,Darius Slay,2.9115564053,0.537313561728
CB,Ross Cockrell,1.71865317527,4.65422733833
CB,Demetri Goodson,2.71696216681,3.54029404232
CB,DeAndre Presley,-7.01006156115,7.5971515508
CB,Stephon Gilmore,2.01201509629,-0.394267753751
CB,Marcus Roberson,0.327147548448,6.77277310112
FB,Anthony Sherman,11.1396644137,0.260869382121
FB,Tommy Bohanon,11.9302198766,9.44666438264
FB,J.C. Copeland,3.25342106385,-4.4905465787
FB,Owen Marecic,5.26496967738,-12.4848000324
FB,Emil Igwenagu,-4.56276311357,4.94790537976
FB,Charles Clay,-4.38781985858,1.66059171528
FB,Lonnie Pryor,-3.54546122945,-3.46782311988
FB,Drake Dunsmore,-1.52067331256,2.65785623837
FB,Shaun Chapas,0.687714317297,2.50324840546
FB,Zach Boren,-4.03685419084,-7.64181931421
FB,Bradie Ewing,-9.17777342835,3.11918919663
FB,Evan Rodriguez,-5.04464421541,3.48866434496
S,Kenny Vaccaro,1.18895710013,2.24842516836
S,Ahmad Dixon,-10.258152568,1.29398346836
S,Harrison Smith,1.44888574226,-1.8842495686
S,Jonathan Dowling,-6.09681224592,8.05498059587
S,Charles Mitchell,7.08732555063,-0.912197583369
S,Chris Conte,6.42558400768,-0.0510318443223
S,Jawanza Starling,1.78395278296,0.255002514802
S,Isaiah Lewis,1.62025248996,2.26941605546
S,Bradley McDougald,1.61224658433,-1.84072565693
S,Janzen Jackson,3.42348723524,8.61751077482
S,Brock Vereen,-3.14279659204,-8.66645729553
S,Tre Boston,-4.88874175882,-1.82439565124
S,George Iloka,3.63401483985,-2.53954310995
S,Nat Berhe,-4.28678166768,1.31969492404
S,Dontae Johnson,2.72182310166,5.53689107182
S,Shiloh Keo,-9.37789744153,-8.6716342017
S,Deone Bucannon,4.13463954017,-1.38688753123
S,Delano Howell,-0.414921073081,-4.22749061746
S,Tyler Sash,-13.2024589664,3.90061456633
S,Eric Reid,14.422954717,2.36148884299
S,Kelcie McCray,-0.860965707609,4.72751958168
S,Cyhl Quarles,-1.83834884925,-2.44080310263
S,HaSean Clinton-Dix,-4.8427501635,5.1997828598
S,T.J. McDonald,11.7982951751,-0.0852486622961
S,Robert Sands,2.48831870255,5.39008244383
S,Sean Richardson,9.00631886986,-3.60071762963
S,J.J. Wilcox,3.30819819059,0.460173143337
S,Quinton Carter,1.33894136372,-5.93063121876
S,Christian Thompson,0.452483920669,-1.10555200714
S,Craig Loston,-4.84429767563,4.17285726045
S,Marqueston Huff,-4.28700492378,1.31930995486
S,Rahim Moore,-6.03712933706,5.07664513721
S,D.J. Swearinger,3.97284295086,0.626422852576
S,Jaiquawn Jarrett,-9.06075115352,1.41452630627
S,Corey White,5.66946492898,2.9287519809
S,Daniel Sorensen,-8.55953103583,2.56588547369
S,Ahmad Black,-1.00646120163,-1.20564799522
S,Nate Williams,-7.47435785601,-1.35735742835
S,Shawn Williams,1.23640693615,-7.92204319008
S,Mark LeGree,-4.79352991431,-4.97183807361
S,Johnny Thomas,3.03737193168,-2.60021299438
S,Duke Ihenacho,1.94336385672,-2.78629907815
S,Jerron McMillian,0.0920398839191,0.00719954404491
